Name,Class,Rating,Total Rater,Facility,Price,Area
Chara Hotel,3-star hotel,4.1,(978),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Spa', 'Restaurant', 'Room service', 'Full-service laundry']","IDR 335,406",Bandung
Hotel Serela,3-star hotel,4,"(2,281)","['Free breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Spa', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 371,873",Bandung
Ardan Hotel,3-star hotel,4.4,"(1,080)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 414,248",Bandung
Mitra Hotel Bandung,3-star hotel,4.3,"(3,193)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","IDR 470,843",Bandung
Tama Boutique Hotel,3-star hotel,4.5,(896),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 684,665",Bandung
El Cavana Hotel,3-star hotel,4.2,"(2,532)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']","IDR 467,864",Bandung
Scarlet Dago Hotel Bandung,3-star hotel,4.1,(811),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 599,608",Bandung
ibis Styles Bandung Grand Central,3-star hotel,4.7,"(1,023)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 626,500",Bandung
Tibera Hotel,3-star hotel,4.4,(565),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 600,000",Bandung
Pasar Baru Square Hotel Bandung,3-star hotel,4.3,"(11,511)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 331,044",Bandung
Tibera Hotel Ciumbuleuit,3-star hotel,4.4,(587),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 329,460",Bandung
Urbanview Hotel Grand Malabar Bandung,3-star hotel,4,(158),"['Free Wi-Fi', 'Free parking', 'Breakfast', 'Room service', 'Full-service laundry', 'Child-friendly', 'Smoke-free property']","IDR 398,157",Bandung
Hay Bandung,3-star hotel,4.3,"(1,244)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 604,422",Bandung
Collection O 22 Hotel Pasar Baru Heritage,3-star hotel,3.9,(459),"['Free Wi-Fi', 'Air conditioning']","IDR 198,751",Bandung
Kenangan Hotel,3-star hotel,4.3,(542),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 196,301",Bandung
Serela Cihampelas Hotel,3-star hotel,4.1,"(2,376)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 472,210",Bandung
Stevie G Hotel,3-star hotel,4.3,(477),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
Geary Hotel,3-star hotel,4.5,"(1,166)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Accessible']","IDR 494,182",Bandung
Hotel Lingga,3-star hotel,4.2,"(2,034)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness centre', 'Restaurant', 'Room service']","IDR 261,630",Bandung
Amira Hotel,3-star hotel,4.3,(384),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 278,853",Bandung
OYO 1308 Darmo Residence,3-star hotel,4.6,(340),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry', 'Child-friendly']","IDR 213,469",Bandung
Villa Damar Bandung,3-star hotel,4.2,(554),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Spa', 'Restaurant', 'Room service', 'Kitchen in rooms']","IDR 390,800",Bandung
Hotel Grand Guci,3-star hotel,4.2,"(1,022)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']",0,Bandung
IDEA's HOTEL,3-star hotel,4.2,"(1,573)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 259,220",Bandung
Raffleshom Hotel,3-star hotel,4.3,"(1,044)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 264,813",Bandung
Hotel Bumi Asih Jaya,3-star hotel,3.8,(826),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 314,500",Bandung
HOTEL GUNTUR,3-star hotel,4.4,(621),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Spa', 'Restaurant', 'Room service']","IDR 446,483",Bandung
Anggrek Shopping Hotel,3-star hotel,4.4,(633),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 423,453",Bandung
Serela Merdeka Hotel,3-star hotel,4.1,"(1,513)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 358,613",Bandung
Anggrek Shopping Hotel,3-star hotel,4.4,(633),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 423,453",Bandung
Dequr Hotel Dipati Ukur,3-star hotel,3.6,(310),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 197,051",Bandung
Ruby Hotel Syariah,3-star hotel,4.5,(955),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","IDR 432,658",Bandung
De Batara Hotel,3-star hotel,4.1,"(2,847)","['Breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
CassaDua Hotel,3-star hotel,3.8,(778),"['Free Wi-Fi', 'Air conditioning', 'Full-service laundry', 'Child-friendly']","IDR 116,045",Bandung
Capital O 2239 Hotel Endah Parahyangan,3-star hotel,3.9,"(3,067)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle']",0,Bandung
Collection O 17 Hotel Btc Bandung,3-star hotel,4.4,(102),"['Free Wi-Fi', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","IDR 427,700",Bandung
Grand Hani Hotel,3-star hotel,4.1,"(1,740)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']",0,Bandung
Residences by RedDoorz,3-star hotel,4,(448),"['Free Wi-Fi', 'Free parking', 'Room service', 'Child-friendly']","IDR 112,345",Bandung
Hotel Mawar,3-star hotel,4.2,(425),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry', 'Child-friendly']",0,Bandung
Hotel Royal Palace,3-star hotel,3.8,(155),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 796,875",Bandung
Hotel Bali Indah,3-star hotel,3.5,(925),"['Free Wi-Fi', 'Free parking', 'Child-friendly']","IDR 125,184",Bandung
Hotel Narapati Indah Syariah,3-star hotel,4.3,(471),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 247,696",Bandung
Hotel Royal Dago,3-star hotel,4,(331),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
RedDoorz Plus near Kampung Gajah 3,3-star hotel,3.7,(136),"['Wi-Fi', 'Free parking', 'Indoor pool', 'Air conditioning', 'Full-service laundry', 'Child-friendly']","IDR 200,130",Bandung
Hotel Ilos,3-star hotel,4.5,(699),"['Free breakfast', 'Free Wi-Fi', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry', 'Child-friendly']","IDR 299,000",Bandung
Hotel Ponty's Garden,3-star hotel,4.3,(403),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
RedDoorz Plus near Museum Geologi Bandung,3-star hotel,4.4,(36),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Child-friendly']","IDR 166,439",Bandung
Emia Hotel,3-star hotel,3.9,(381),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry', 'Child-friendly']",0,Bandung
Hotel Sabang,3-star hotel,4.4,(621),"['Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
Airy Batununggal Soekarno Hatta 452A,3-star hotel,3.4,(31),"['Free Wi-Fi', 'Air conditioning', 'Breakfast', 'Parking', 'Restaurant', 'Room service', 'Smoke-free property']",0,Bandung
Airy Cicendo Ehrlich 7 Bandung,3-star hotel,4.2,(146),"['Free Wi-Fi', 'Parking', 'Air conditioning', 'Smoke-free property']",0,Bandung
RedDoorz Plus @ Cihampelas 3,3-star hotel,4.1,(243),"['Free Wi-Fi', 'Pool', 'Restaurant', 'Room service', 'Child-friendly']",0,Bandung
Airy Gedung Sate Muararajeun 24 Bandung,3-star hotel,4.7,(165),"['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Accessible', 'Child-friendly', 'Smoke-free property']",0,Bandung
Airy Lengkong Buah Batu 152 Bandung,3-star hotel,3.8,(9),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Breakfast', 'Restaurant', 'Room service', 'Accessible', 'Child-friendly']",0,Bandung
RedDoorz near Parahyangan University,3-star hotel,4.3,(148),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 141,110",Bandung
Airy Citarum Riau Junction Bandung,3-star hotel,4.1,(26),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Room service', 'Full-service laundry']",0,Bandung
OYO 2675 Hotel Sebelas Syariah,3-star hotel,4,(154),"['Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
Airy Eco Cihapit Riau Martadinata 191 Bandung,3-star hotel,3.9,(266),"['Breakfast', 'Child-friendly']",0,Bandung
The Valley Resort Hotel,3-star hotel,4.5,"(2,901)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Hot tub', 'Air conditioning', 'Fitness centre', 'Spa']",0,Bandung
Hotel Perdana Wisata,3-star hotel,3.2,(411),"['Free breakfast', 'Free Wi-Fi', 'Parking', 'Outdoor pool', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']",0,Bandung
Hotel Daily Inn Bandung,3-star hotel,4.5,(237),"['Free Wi-Fi', 'Pool', 'Restaurant']","IDR 218,392",Bandung
Bobobox Alun Alun,3-star hotel,4.7,(599),['Free Wi-Fi'],"IDR 188,874",Bandung
The Silk At Dago,3-star hotel,4.3,(965),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Spa', 'Restaurant', 'Room service']","IDR 396,000",Bandung
Ahadiat Hotel & Bungalow,3-star hotel,4.4,"(1,762)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 531,623",Bandung
The Dago Highland Resort and Spa,3-star hotel,4.2,"(1,878)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","IDR 453,008",Bandung
OYO 90278 Hotel Sepuluh Buah Batu Bandung,3-star hotel,4.3,(39),"['Free Wi-Fi', 'Air conditioning']","IDR 97,310",Bandung
Vio Hotel Pasteur,3-star hotel,4.2,"(2,600)","['Breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","IDR 269,500",Bandung
Bumi Bandhawa Hotel,3-star hotel,4.3,(754),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Room service']","IDR 431,200",Bandung
Alam Permai Hotel,3-star hotel,4,"(1,089)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 179,885",Bandung
SevenGrams coffee & eatery,3-star hotel,4.4,(679),"['Free Wi-Fi', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Child-friendly']","IDR 263,004",Bandung
Hotel Gandasari,3-star hotel,4.2,(636),"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Accessible']","IDR 249,998",Bandung
The Regia Dago,3-star hotel,4.3,(378),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Full-service laundry', 'Child-friendly']","IDR 296,888",Bandung
House Sangkuriang Bandung,3-star hotel,4.5,"(1,699)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 467,500",Bandung
YOKOTEL CITY,3-star hotel,4.8,(239),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Room service']","IDR 282,220",Bandung
Namin Hotel - Bandung,3-star hotel,4.2,(974),"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Spa', 'Restaurant', 'Room service', 'Airport shuttle']","IDR 583,446",Bandung
OYO 295 Grha Ciumbuleuit Guest House,3-star hotel,4.3,"(2,056)","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Outdoor pool', 'Air conditioning', 'Fitness centre', 'Restaurant', 'Room service']","IDR 153,640",Bandung
